"ID Movimiento","Fecha","ID Producto","Nombre Producto","Cantidad","Tipo Movimiento","ID Almacen","Nombre Almacen"
"748","8/14/2023","122","Sal","12","SALIDA","10","Almacen_10"
"749","8/16/2023","112","Pollo","51","SALIDA","5","Almacen_5"
"750","6/20/2023","125","Cereal","4","SALIDA","7","Almacen_7"
"751","5/31/2023","115","Queso","61","SALIDA","1","Almacen_1"
"752","1/24/2023","115","Queso","48","ENTRADA","3","Almacen_3"
"753","9/23/2023","109","Patatas","51","ENTRADA","10","Almacen_10"
"754","7/6/2023","110","Cebollas","34","ENTRADA","2","Almacen_2"
"755","6/20/2023","116","Yogur","19","SALIDA","3","Almacen_3"
"756","7/21/2023","113","Carne de res","26","SALIDA","3","Almacen_3"
"757","4/20/2023","126","Galletas","69","ENTRADA","5","Almacen_5"
"758","1/10/2023","127","Chocolate","45","ENTRADA","9","Almacen_9"
"759","12/9/2023","118","Aceite de oliva","86","SALIDA","6","Almacen_6"
"760","1/19/2023","120","Te","83","SALIDA","3","Almacen_3"
"761","9/16/2023","106","Arroz","5","ENTRADA","5","Almacen_5"
"762","2/17/2023","101","Platanos","33","SALIDA","5","Almacen_5"
"763","5/29/2023","102","Naranjas","22","SALIDA","8","Almacen_8"
"764","3/15/2023","112","Pollo","7","SALIDA","7","Almacen_7"
"765","9/5/2023","112","Pollo","4","SALIDA","7","Almacen_7"
"766","7/8/2023","120","Te","37","SALIDA","3","Almacen_3"
"767","8/22/2023","117","Mantequilla","26","SALIDA","5","Almacen_5"
"768","8/24/2023","101","Platanos","38","ENTRADA","5","Almacen_5"
"769","7/5/2023","113","Carne de res","25","ENTRADA","3","Almacen_3"
"770","2/20/2023","117","Mantequilla","13","ENTRADA","4","Almacen_4"
"771","7/18/2023","100","Manzanas","40","SALIDA","10","Almacen_10"
"772","1/11/2023","115","Queso","66","ENTRADA","10","Almacen_10"
"773","1/2/2023","124","Harina","40","ENTRADA","6","Almacen_6"
"774","8/15/2023","123","Pimienta","73","SALIDA","5","Almacen_5"
"775","11/2/2023","105","Pan","79","ENTRADA","4","Almacen_4"
"776","8/29/2023","116","Yogur","18","ENTRADA","4","Almacen_4"
"777","9/17/2023","110","Cebollas","8","SALIDA","5","Almacen_5"
"778","3/12/2023","126","Galletas","31","SALIDA","10","Almacen_10"
"779","2/21/2023","129","Refrescos","95","SALIDA","6","Almacen_6"
"780","12/8/2023","102","Naranjas","15","ENTRADA","9","Almacen_9"
"781","1/22/2023","120","Te","6","ENTRADA","7","Almacen_7"
"782","11/7/2023","124","Harina","77","SALIDA","10","Almacen_10"
"783","2/24/2023","123","Pimienta","12","SALIDA","1","Almacen_1"
"784","12/3/2023","129","Refrescos","5","SALIDA","7","Almacen_7"
"785","9/13/2023","117","Mantequilla","40","ENTRADA","2","Almacen_2"
"786","6/7/2023","103","Leche","63","ENTRADA","1","Almacen_1"
"787","5/22/2023","115","Queso","11","ENTRADA","7","Almacen_7"
"788","5/19/2023","107","Pasta","72","SALIDA","8","Almacen_8"
"789","11/10/2023","111","Zanahorias","34","ENTRADA","3","Almacen_3"
"790","11/14/2023","103","Leche","21","ENTRADA","1","Almacen_1"
"791","8/7/2023","129","Refrescos","99","SALIDA","3","Almacen_3"
"792","6/4/2023","124","Harina","4","SALIDA","7","Almacen_7"
"793","3/1/2023","127","Chocolate","86","ENTRADA","5","Almacen_5"
"794","7/28/2023","124","Harina","78","SALIDA","1","Almacen_1"
"795","6/11/2023","102","Naranjas","46","SALIDA","10","Almacen_10"
"796","11/2/2023","102","Naranjas","61","SALIDA","7","Almacen_7"
"797","5/11/2023","129","Refrescos","99","ENTRADA","2","Almacen_2"
"798","4/29/2023","114","Pescado","3","ENTRADA","10","Almacen_10"
"799","8/21/2023","106","Arroz","46","SALIDA","10","Almacen_10"
"800","2/5/2023","124","Harina","90","SALIDA","7","Almacen_7"
"801","8/26/2023","122","Sal","68","ENTRADA","2","Almacen_2"
"802","12/8/2023","118","Aceite de oliva","75","ENTRADA","6","Almacen_6"
"803","8/5/2023","100","Manzanas","18","SALIDA","4","Almacen_4"
"804","2/13/2023","121","Azucar","20","SALIDA","6","Almacen_6"
"805","6/14/2023","103","Leche","45","ENTRADA","4","Almacen_4"
"806","5/5/2023","108","Tomates","72","ENTRADA","6","Almacen_6"
"807","9/7/2023","128","Helado","99","SALIDA","5","Almacen_5"
"808","1/13/2023","109","Patatas","45","SALIDA","7","Almacen_7"
"809","6/11/2023","101","Platanos","71","ENTRADA","1","Almacen_1"
"810","6/8/2023","130","Jugo de naranja","86","SALIDA","1","Almacen_1"
"811","5/11/2023","114","Pescado","92","SALIDA","1","Almacen_1"
"812","10/12/2023","122","Sal","28","ENTRADA","10","Almacen_10"
"813","3/6/2023","118","Aceite de oliva","94","ENTRADA","2","Almacen_2"
"814","3/1/2023","114","Pescado","100","ENTRADA","9","Almacen_9"
"815","11/29/2023","117","Mantequilla","79","SALIDA","9","Almacen_9"
"816","4/22/2023","113","Carne de res","27","SALIDA","5","Almacen_5"
"817","3/23/2023","129","Refrescos","36","ENTRADA","9","Almacen_9"
"818","10/15/2023","118","Aceite de oliva","25","SALIDA","6","Almacen_6"
"819","10/10/2023","115","Queso","84","SALIDA","3","Almacen_3"
"820","4/10/2023","102","Naranjas","22","SALIDA","10","Almacen_10"
"821","1/20/2023","123","Pimienta","33","ENTRADA","2","Almacen_2"
"822","9/21/2023","107","Pasta","23","SALIDA","2","Almacen_2"
"823","1/28/2023","118","Aceite de oliva","42","SALIDA","6","Almacen_6"
"824","6/6/2023","100","Manzanas","1","SALIDA","9","Almacen_9"
"825","5/15/2023","118","Aceite de oliva","24","SALIDA","4","Almacen_4"
"826","8/25/2023","112","Pollo","54","SALIDA","10","Almacen_10"
"827","8/25/2023","120","Te","27","ENTRADA","8","Almacen_8"
"828","2/15/2023","107","Pasta","91","SALIDA","3","Almacen_3"
"829","2/11/2023","115","Queso","84","ENTRADA","1","Almacen_1"
"830","8/3/2023","110","Cebollas","97","ENTRADA","6","Almacen_6"
"831","3/18/2023","130","Jugo de naranja","22","SALIDA","8","Almacen_8"
"832","8/20/2023","128","Helado","42","SALIDA","9","Almacen_9"
"833","6/5/2023","120","Te","25","ENTRADA","1","Almacen_1"
"834","10/21/2023","114","Pescado","65","SALIDA","4","Almacen_4"
"835","11/11/2023","127","Chocolate","72","SALIDA","4","Almacen_4"
"836","11/30/2023","100","Manzanas","4","SALIDA","2","Almacen_2"
"837","9/25/2023","127","Chocolate","52","ENTRADA","1","Almacen_1"
"838","7/24/2023","113","Carne de res","32","SALIDA","7","Almacen_7"
"839","5/13/2023","102","Naranjas","16","ENTRADA","2","Almacen_2"
"840","12/20/2023","111","Zanahorias","54","ENTRADA","7","Almacen_7"
"841","9/28/2023","117","Mantequilla","44","ENTRADA","5","Almacen_5"
"842","4/16/2023","115","Queso","24","ENTRADA","4","Almacen_4"
"843","5/25/2023","115","Queso","46","SALIDA","4","Almacen_4"
"844","7/22/2023","126","Galletas","31","SALIDA","6","Almacen_6"
"845","2/20/2023","123","Pimienta","48","SALIDA","7","Almacen_7"
"846","1/9/2023","115","Queso","95","SALIDA","1","Almacen_1"
"847","9/4/2023","126","Galletas","1","ENTRADA","7","Almacen_7"
"848","3/12/2023","121","Azucar","36","ENTRADA","4","Almacen_4"
"849","9/10/2023","126","Galletas","26","ENTRADA","6","Almacen_6"
"850","6/27/2023","106","Arroz","37","SALIDA","9","Almacen_9"
"851","10/13/2023","101","Platanos","42","SALIDA","3","Almacen_3"
"852","3/12/2023","127","Chocolate","53","SALIDA","3","Almacen_3"
"853","7/7/2023","125","Cereal","54","SALIDA","2","Almacen_2"
"854","8/29/2023","118","Aceite de oliva","57","SALIDA","7","Almacen_7"
"855","3/6/2023","122","Sal","61","SALIDA","8","Almacen_8"
"856","7/30/2023","105","Pan","91","ENTRADA","8","Almacen_8"
"857","12/5/2023","123","Pimienta","26","SALIDA","1","Almacen_1"
"858","7/15/2023","101","Platanos","12","ENTRADA","8","Almacen_8"
"859","1/1/2024","102","Naranjas","98","ENTRADA","5","Almacen_5"
"860","1/26/2023","105","Pan","65","ENTRADA","9","Almacen_9"
"861","8/13/2023","122","Sal","40","SALIDA","2","Almacen_2"
"862","2/3/2023","111","Zanahorias","85","SALIDA","8","Almacen_8"
"863","3/21/2023","110","Cebollas","66","SALIDA","5","Almacen_5"
"864","8/18/2023","116","Yogur","96","ENTRADA","1","Almacen_1"
"865","5/8/2023","111","Zanahorias","5","SALIDA","10","Almacen_10"
"866","3/18/2023","108","Tomates","21","SALIDA","6","Almacen_6"
"867","4/27/2023","106","Arroz","2","ENTRADA","3","Almacen_3"
"868","4/12/2023","125","Cereal","31","ENTRADA","5","Almacen_5"
"869","7/30/2023","105","Pan","55","SALIDA","6","Almacen_6"
"870","7/27/2023","107","Pasta","74","ENTRADA","1","Almacen_1"
"871","6/12/2023","128","Helado","85","ENTRADA","6","Almacen_6"
"872","8/14/2023","101","Platanos","71","ENTRADA","8","Almacen_8"
"873","1/22/2023","125","Cereal","83","ENTRADA","9","Almacen_9"
"874","7/27/2023","106","Arroz","95","ENTRADA","5","Almacen_5"
"875","11/13/2023","105","Pan","63","ENTRADA","7","Almacen_7"
"876","4/16/2023","106","Arroz","1","ENTRADA","2","Almacen_2"
"877","12/28/2023","115","Queso","20","ENTRADA","1","Almacen_1"
"878","9/4/2023","120","Te","61","SALIDA","8","Almacen_8"
"879","3/15/2023","114","Pescado","51","SALIDA","10","Almacen_10"
"880","10/18/2023","106","Arroz","56","ENTRADA","5","Almacen_5"
"881","11/21/2023","126","Galletas","95","SALIDA","7","Almacen_7"
"882","8/15/2023","122","Sal","34","SALIDA","10","Almacen_10"
"883","8/31/2023","124","Harina","16","SALIDA","4","Almacen_4"
"884","6/24/2023","112","Pollo","63","SALIDA","8","Almacen_8"
"885","8/23/2023","129","Refrescos","14","ENTRADA","10","Almacen_10"
"886","1/23/2023","117","Mantequilla","97","SALIDA","9","Almacen_9"
"887","12/29/2023","125","Cereal","47","ENTRADA","5","Almacen_5"
"888","7/5/2023","129","Refrescos","59","SALIDA","3","Almacen_3"
"889","5/25/2023","111","Zanahorias","65","SALIDA","6","Almacen_6"
"890","6/16/2023","103","Leche","58","SALIDA","10","Almacen_10"
"891","6/20/2023","122","Sal","100","SALIDA","10","Almacen_10"
"892","7/15/2023","105","Pan","89","ENTRADA","10","Almacen_10"
"893","8/19/2023","116","Yogur","24","SALIDA","6","Almacen_6"
"894","9/11/2023","101","Platanos","42","ENTRADA","9","Almacen_9"
"895","10/24/2023","109","Patatas","98","ENTRADA","4","Almacen_4"
"896","5/23/2023","100","Manzanas","34","SALIDA","5","Almacen_5"
"897","9/25/2023","129","Refrescos","73","SALIDA","1","Almacen_1"
"898","10/21/2023","104","Huevos","16","SALIDA","5","Almacen_5"
"899","8/31/2023","111","Zanahorias","13","SALIDA","6","Almacen_6"
"900","7/5/2023","124","Harina","29","ENTRADA","3","Almacen_3"
"901","3/23/2023","114","Pescado","39","SALIDA","4","Almacen_4"
"902","3/9/2023","110","Cebollas","59","SALIDA","10","Almacen_10"
"903","12/13/2023","103","Leche","71","ENTRADA","4","Almacen_4"
"904","3/30/2023","129","Refrescos","6","SALIDA","9","Almacen_9"
"905","6/15/2023","122","Sal","45","SALIDA","3","Almacen_3"
"906","1/14/2023","121","Azucar","71","SALIDA","9","Almacen_9"
"907","10/6/2023","103","Leche","7","SALIDA","9","Almacen_9"
"908","7/28/2023","124","Harina","69","ENTRADA","8","Almacen_8"
"909","9/11/2023","107","Pasta","71","ENTRADA","10","Almacen_10"
"910","6/4/2023","117","Mantequilla","20","ENTRADA","8","Almacen_8"
"911","3/18/2023","110","Cebollas","54","ENTRADA","7","Almacen_7"
"912","7/10/2023","125","Cereal","39","SALIDA","3","Almacen_3"
"913","8/12/2023","118","Aceite de oliva","42","ENTRADA","8","Almacen_8"
"914","12/15/2023","124","Harina","9","SALIDA","8","Almacen_8"
"915","9/21/2023","107","Pasta","2","ENTRADA","5","Almacen_5"
"916","6/12/2023","109","Patatas","30","ENTRADA","9","Almacen_9"
"917","11/24/2023","129","Refrescos","57","ENTRADA","5","Almacen_5"
"918","8/8/2023","125","Cereal","59","ENTRADA","2","Almacen_2"
"919","11/7/2023","127","Chocolate","59","ENTRADA","3","Almacen_3"
"920","1/25/2023","104","Huevos","28","SALIDA","2","Almacen_2"
"921","11/19/2023","112","Pollo","99","SALIDA","2","Almacen_2"
"922","2/17/2023","114","Pescado","91","ENTRADA","7","Almacen_7"
"923","8/31/2023","129","Refrescos","19","SALIDA","3","Almacen_3"
"924","9/11/2023","109","Patatas","87","ENTRADA","10","Almacen_10"
"925","9/13/2023","122","Sal","57","SALIDA","8","Almacen_8"
"926","2/17/2023","129","Refrescos","65","SALIDA","8","Almacen_8"
"927","8/21/2023","101","Platanos","26","ENTRADA","9","Almacen_9"
"928","6/22/2023","119","Cafe","85","ENTRADA","3","Almacen_3"
"929","6/1/2023","101","Platanos","38","SALIDA","8","Almacen_8"
"930","10/20/2023","120","Te","15","SALIDA","1","Almacen_1"
"931","1/7/2023","126","Galletas","73","ENTRADA","5","Almacen_5"
"932","9/16/2023","115","Queso","38","SALIDA","1","Almacen_1"
"933","8/24/2023","105","Pan","79","SALIDA","5","Almacen_5"
"934","4/7/2023","119","Cafe","81","SALIDA","2","Almacen_2"
"935","2/5/2023","106","Arroz","45","ENTRADA","3","Almacen_3"
"936","8/29/2023","114","Pescado","80","ENTRADA","5","Almacen_5"
"937","11/24/2023","102","Naranjas","75","ENTRADA","6","Almacen_6"
"938","1/27/2023","118","Aceite de oliva","24","SALIDA","10","Almacen_10"
"939","11/8/2023","109","Patatas","61","ENTRADA","1","Almacen_1"
"940","8/28/2023","110","Cebollas","2","SALIDA","4","Almacen_4"
"941","3/18/2023","122","Sal","23","ENTRADA","1","Almacen_1"
"942","3/1/2023","114","Pescado","70","SALIDA","4","Almacen_4"
"943","6/2/2023","115","Queso","52","SALIDA","7","Almacen_7"
"944","4/19/2023","112","Pollo","83","ENTRADA","2","Almacen_2"
"945","2/10/2023","101","Platanos","83","ENTRADA","9","Almacen_9"
"946","10/20/2023","112","Pollo","17","SALIDA","2","Almacen_2"
"947","5/1/2023","101","Platanos","99","ENTRADA","1","Almacen_1"
"948","2/28/2023","105","Pan","25","SALIDA","5","Almacen_5"
"949","3/8/2023","115","Queso","84","SALIDA","9","Almacen_9"
"950","3/24/2023","113","Carne de res","10","ENTRADA","6","Almacen_6"
"951","7/30/2023","120","Te","94","ENTRADA","5","Almacen_5"
"952","12/12/2023","113","Carne de res","55","SALIDA","8","Almacen_8"
"953","7/1/2023","130","Jugo de naranja","71","SALIDA","10","Almacen_10"
"954","3/3/2023","110","Cebollas","68","SALIDA","4","Almacen_4"
"955","6/19/2023","104","Huevos","80","ENTRADA","9","Almacen_9"
"956","12/29/2023","130","Jugo de naranja","59","SALIDA","1","Almacen_1"
"957","7/30/2023","102","Naranjas","14","SALIDA","5","Almacen_5"
"958","10/14/2023","120","Te","64","ENTRADA","7","Almacen_7"
"959","9/30/2023","117","Mantequilla","91","SALIDA","10","Almacen_10"
"960","1/12/2023","130","Jugo de naranja","60","SALIDA","2","Almacen_2"
"961","7/20/2023","130","Jugo de naranja","35","SALIDA","10","Almacen_10"
"962","3/15/2023","128","Helado","49","SALIDA","10","Almacen_10"
"963","3/31/2023","100","Manzanas","45","SALIDA","5","Almacen_5"
"964","3/27/2023","118","Aceite de oliva","81","SALIDA","8","Almacen_8"
"965","11/15/2023","122","Sal","37","SALIDA","5","Almacen_5"
"966","6/30/2023","122","Sal","14","ENTRADA","6","Almacen_6"
"967","7/15/2023","113","Carne de res","1","SALIDA","1","Almacen_1"
"968","4/30/2023","110","Cebollas","9","ENTRADA","7","Almacen_7"
"969","2/23/2023","128","Helado","69","SALIDA","1","Almacen_1"
"970","8/6/2023","116","Yogur","5","ENTRADA","4","Almacen_4"
"971","6/21/2023","100","Manzanas","28","ENTRADA","4","Almacen_4"
"972","12/16/2023","122","Sal","5","SALIDA","9","Almacen_9"
"973","3/16/2023","113","Carne de res","35","SALIDA","8","Almacen_8"
"974","5/27/2023","101","Platanos","68","ENTRADA","6","Almacen_6"
"975","2/14/2023","108","Tomates","20","SALIDA","8","Almacen_8"
"976","11/16/2023","109","Patatas","77","ENTRADA","8","Almacen_8"
"977","9/5/2023","126","Galletas","61","ENTRADA","1","Almacen_1"
"978","1/3/2023","122","Sal","5","ENTRADA","6","Almacen_6"
"979","6/18/2023","124","Harina","66","ENTRADA","3","Almacen_3"
"980","3/29/2023","120","Te","9","ENTRADA","10","Almacen_10"
"981","4/27/2023","126","Galletas","5","ENTRADA","10","Almacen_10"
"982","4/23/2023","112","Pollo","2","SALIDA","8","Almacen_8"
"983","1/14/2023","120","Te","73","SALIDA","2","Almacen_2"
"984","7/1/2023","125","Cereal","20","SALIDA","1","Almacen_1"
"985","5/3/2023","120","Te","76","SALIDA","3","Almacen_3"
"986","9/14/2023","115","Queso","91","SALIDA","10","Almacen_10"
"987","3/6/2023","114","Pescado","51","SALIDA","7","Almacen_7"
"988","6/24/2023","113","Carne de res","60","ENTRADA","1","Almacen_1"
"989","2/22/2023","108","Tomates","84","SALIDA","3","Almacen_3"
"990","9/9/2023","114","Pescado","63","SALIDA","10","Almacen_10"
"991","12/9/2023","112","Pollo","16","SALIDA","6","Almacen_6"
"992","9/12/2023","101","Platanos","81","ENTRADA","6","Almacen_6"
"993","9/15/2023","103","Leche","28","SALIDA","3","Almacen_3"
"994","4/22/2023","110","Cebollas","23","ENTRADA","10","Almacen_10"
"995","7/19/2023","104","Huevos","64","ENTRADA","7","Almacen_7"
"996","11/25/2023","103","Leche","21","ENTRADA","6","Almacen_6"
"997","4/16/2023","118","Aceite de oliva","16","SALIDA","1","Almacen_1"
"998","7/28/2023","124","Harina","31","SALIDA","6","Almacen_6"
"999","5/10/2023","108","Tomates","6","ENTRADA","7","Almacen_7"
"1000","2/1/2023","113","Carne de res","63","ENTRADA","1","Almacen_1"
"1001","8/31/2023","102","Naranjas","44","ENTRADA","1","Almacen_1"
"1002","11/27/2023","105","Pan","17","ENTRADA","9","Almacen_9"
"1003","6/29/2023","129","Refrescos","68","ENTRADA","10","Almacen_10"
"1004","8/17/2023","126","Galletas","42","SALIDA","8","Almacen_8"
"1005","6/8/2023","117","Mantequilla","72","SALIDA","7","Almacen_7"
"1006","12/13/2023","124","Harina","78","SALIDA","8","Almacen_8"
"1007","6/10/2023","107","Pasta","70","SALIDA","2","Almacen_2"
"1008","10/11/2023","102","Naranjas","97","ENTRADA","7","Almacen_7"
"1009","2/4/2023","124","Harina","43","ENTRADA","1","Almacen_1"
"1010","8/13/2023","116","Yogur","45","SALIDA","4","Almacen_4"
"1011","3/18/2023","120","Te","94","SALIDA","10","Almacen_10"
"1012","1/4/2023","127","Chocolate","67","SALIDA","1","Almacen_1"
"1013","6/20/2023","128","Helado","1","ENTRADA","5","Almacen_5"
"1014","9/2/2023","125","Cereal","41","SALIDA","1","Almacen_1"
"1015","3/25/2023","124","Harina","1","ENTRADA","2","Almacen_2"
"1016","2/4/2023","120","Te","1","ENTRADA","6","Almacen_6"
"1017","8/30/2023","124","Harina","27","SALIDA","9","Almacen_9"
"1018","3/15/2023","113","Carne de res","90","ENTRADA","1","Almacen_1"
"1019","9/18/2023","125","Cereal","57","SALIDA","10","Almacen_10"
"1020","9/22/2023","123","Pimienta","16","SALIDA","9","Almacen_9"
"1021","3/17/2023","111","Zanahorias","98","ENTRADA","4","Almacen_4"
"1022","8/31/2023","114","Pescado","69","SALIDA","6","Almacen_6"
"1023","12/13/2023","124","Harina","97","ENTRADA","10","Almacen_10"
"1024","7/19/2023","114","Pescado","24","SALIDA","7","Almacen_7"
"1025","10/31/2023","115","Queso","93","ENTRADA","3","Almacen_3"
"1026","7/10/2023","102","Naranjas","92","SALIDA","2","Almacen_2"
"1027","7/26/2023","126","Galletas","49","ENTRADA","3","Almacen_3"
"1028","2/2/2023","116","Yogur","1","ENTRADA","9","Almacen_9"
"1029","9/9/2023","115","Queso","25","SALIDA","3","Almacen_3"
"1030","12/11/2023","127","Chocolate","24","SALIDA","5","Almacen_5"
"1031","2/18/2023","126","Galletas","66","ENTRADA","4","Almacen_4"
"1032","9/30/2023","105","Pan","100","SALIDA","4","Almacen_4"
"1033","3/28/2023","110","Cebollas","85","SALIDA","10","Almacen_10"
"1034","9/16/2023","114","Pescado","35","SALIDA","1","Almacen_1"
"1035","7/4/2023","129","Refrescos","73","SALIDA","10","Almacen_10"
"1036","5/8/2023","120","Te","41","ENTRADA","2","Almacen_2"
"1037","1/19/2023","123","Pimienta","54","ENTRADA","1","Almacen_1"
"1038","7/8/2023","108","Tomates","24","ENTRADA","10","Almacen_10"
"1039","8/9/2023","123","Pimienta","68","SALIDA","6","Almacen_6"
"1040","8/19/2023","103","Leche","24","ENTRADA","2","Almacen_2"
"1041","2/2/2023","100","Manzanas","71","ENTRADA","6","Almacen_6"
"1042","11/10/2023","105","Pan","72","ENTRADA","7","Almacen_7"
"1043","1/10/2023","104","Huevos","39","ENTRADA","7","Almacen_7"
"1044","9/22/2023","118","Aceite de oliva","16","SALIDA","2","Almacen_2"
"1045","10/17/2023","104","Huevos","13","SALIDA","9","Almacen_9"
"1046","6/6/2023","126","Galletas","51","SALIDA","3","Almacen_3"
"1047","12/13/2023","102","Naranjas","58","SALIDA","9","Almacen_9"
"1048","5/24/2023","113","Carne de res","18","SALIDA","2","Almacen_2"
"1049","4/4/2023","114","Pescado","15","SALIDA","10","Almacen_10"
"1050","3/6/2023","129","Refrescos","72","SALIDA","6","Almacen_6"
"1051","10/4/2023","111","Zanahorias","10","SALIDA","5","Almacen_5"
"1052","1/29/2023","130","Jugo de naranja","19","ENTRADA","1","Almacen_1"
"1053","8/26/2023","123","Pimienta","86","SALIDA","2","Almacen_2"
"1054","10/27/2023","123","Pimienta","67","ENTRADA","1","Almacen_1"
"1055","2/17/2023","127","Chocolate","27","ENTRADA","1","Almacen_1"
"1056","11/24/2023","114","Pescado","10","SALIDA","4","Almacen_4"
"1057","10/20/2023","122","Sal","36","ENTRADA","3","Almacen_3"
"1058","6/24/2023","115","Queso","75","ENTRADA","8","Almacen_8"
"1059","1/6/2023","103","Leche","31","ENTRADA","1","Almacen_1"
"1060","2/3/2023","100","Manzanas","72","SALIDA","7","Almacen_7"
"1061","5/25/2023","104","Huevos","44","SALIDA","7","Almacen_7"
"1062","1/15/2023","123","Pimienta","4","SALIDA","7","Almacen_7"
"1063","12/13/2023","102","Naranjas","7","SALIDA","7","Almacen_7"
"1064","7/23/2023","127","Chocolate","40","SALIDA","5","Almacen_5"
"1065","8/21/2023","121","Azucar","18","ENTRADA","7","Almacen_7"
"1066","8/30/2023","130","Jugo de naranja","85","SALIDA","5","Almacen_5"
"1067","9/10/2023","109","Patatas","92","ENTRADA","5","Almacen_5"
"1068","9/17/2023","100","Manzanas","57","ENTRADA","6","Almacen_6"
"1069","11/11/2023","100","Manzanas","88","ENTRADA","5","Almacen_5"
"1070","9/10/2023","112","Pollo","6","SALIDA","1","Almacen_1"
"1071","3/20/2023","108","Tomates","91","ENTRADA","7","Almacen_7"
"1072","8/26/2023","121","Azucar","90","ENTRADA","4","Almacen_4"
"1073","7/23/2023","112","Pollo","80","ENTRADA","9","Almacen_9"
"1074","5/24/2023","119","Cafe","9","SALIDA","6","Almacen_6"
"1075","11/28/2023","103","Leche","64","SALIDA","9","Almacen_9"
"1076","3/8/2023","114","Pescado","14","SALIDA","3","Almacen_3"
"1077","5/13/2023","108","Tomates","15","ENTRADA","9","Almacen_9"
"1078","6/8/2023","103","Leche","11","SALIDA","10","Almacen_10"
"1079","10/18/2023","118","Aceite de oliva","93","ENTRADA","3","Almacen_3"
"1080","5/9/2023","115","Queso","80","ENTRADA","4","Almacen_4"
"1081","1/9/2023","117","Mantequilla","89","SALIDA","9","Almacen_9"
"1082","9/19/2023","118","Aceite de oliva","12","SALIDA","5","Almacen_5"
"1083","11/30/2023","101","Platanos","28","SALIDA","6","Almacen_6"
"1084","12/23/2023","104","Huevos","75","ENTRADA","6","Almacen_6"
"1085","1/20/2023","118","Aceite de oliva","50","ENTRADA","4","Almacen_4"
"1086","10/8/2023","122","Sal","54","SALIDA","10","Almacen_10"
"1087","8/2/2023","107","Pasta","24","SALIDA","2","Almacen_2"
"1088","5/16/2023","128","Helado","74","SALIDA","5","Almacen_5"
"1089","6/6/2023","121","Azucar","20","SALIDA","10","Almacen_10"
"1090","4/30/2023","127","Chocolate","91","SALIDA","5","Almacen_5"
"1091","5/25/2023","130","Jugo de naranja","2","SALIDA","7","Almacen_7"
"1092","12/7/2023","109","Patatas","16","SALIDA","9","Almacen_9"
"1093","1/1/2024","120","Te","28","ENTRADA","4","Almacen_4"
"1094","4/5/2023","102","Naranjas","17","ENTRADA","6","Almacen_6"
"1095","12/28/2023","114","Pescado","8","SALIDA","6","Almacen_6"
"1096","8/23/2023","122","Sal","78","SALIDA","5","Almacen_5"
"1097","1/25/2023","106","Arroz","68","ENTRADA","10","Almacen_10"
"1098","6/18/2023","108","Tomates","37","ENTRADA","1","Almacen_1"
"1099","7/6/2023","108","Tomates","75","SALIDA","8","Almacen_8"
"1100","1/10/2023","103","Leche","45","SALIDA","10","Almacen_10"
"1101","2/22/2023","128","Helado","96","SALIDA","10","Almacen_10"
"1102","10/3/2023","124","Harina","18","SALIDA","4","Almacen_4"
"1103","3/29/2023","123","Pimienta","83","SALIDA","10","Almacen_10"
"1104","9/20/2023","115","Queso","94","SALIDA","6","Almacen_6"
"1105","11/26/2023","115","Queso","100","SALIDA","2","Almacen_2"
"1106","4/8/2023","115","Queso","77","ENTRADA","5","Almacen_5"
"1107","11/16/2023","109","Patatas","93","ENTRADA","1","Almacen_1"
"1108","3/21/2023","124","Harina","22","ENTRADA","6","Almacen_6"
"1109","6/1/2023","121","Azucar","74","SALIDA","4","Almacen_4"
"1110","9/29/2023","119","Cafe","73","SALIDA","9","Almacen_9"
"1111","4/19/2023","119","Cafe","12","ENTRADA","6","Almacen_6"
"1112","4/13/2023","112","Pollo","63","SALIDA","7","Almacen_7"
"1113","11/11/2023","128","Helado","72","SALIDA","8","Almacen_8"
"1114","10/5/2023","116","Yogur","62","SALIDA","6","Almacen_6"
"1115","11/2/2023","101","Platanos","56","SALIDA","3","Almacen_3"
"1116","8/23/2023","118","Aceite de oliva","6","ENTRADA","10","Almacen_10"
"1117","2/13/2023","100","Manzanas","70","ENTRADA","4","Almacen_4"
"1118","6/22/2023","124","Harina","92","SALIDA","2","Almacen_2"
"1119","5/5/2023","105","Pan","55","SALIDA","8","Almacen_8"
"1120","1/17/2023","108","Tomates","22","SALIDA","2","Almacen_2"
"1121","10/11/2023","128","Helado","68","ENTRADA","6","Almacen_6"
"1122","8/25/2023","105","Pan","84","ENTRADA","10","Almacen_10"
"1123","11/24/2023","129","Refrescos","23","ENTRADA","2","Almacen_2"
"1124","2/5/2023","121","Azucar","22","ENTRADA","8","Almacen_8"
"1125","5/12/2023","125","Cereal","31","SALIDA","1","Almacen_1"
"1126","10/31/2023","123","Pimienta","46","SALIDA","4","Almacen_4"
"1127","1/22/2023","103","Leche","88","ENTRADA","10","Almacen_10"
"1128","7/23/2023","120","Te","90","SALIDA","10","Almacen_10"
"1129","3/29/2023","120","Te","40","ENTRADA","8","Almacen_8"
"1130","4/27/2023","122","Sal","15","SALIDA","3","Almacen_3"
"1131","11/28/2023","104","Huevos","6","SALIDA","5","Almacen_5"
"1132","11/30/2023","108","Tomates","77","ENTRADA","1","Almacen_1"
"1133","1/25/2023","106","Arroz","94","SALIDA","8","Almacen_8"
